synindex,class,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54
2,0,0.281934,1,0.325,0.499963,0.855623,1.02906,0.298615,0.0287957,0.132512,214.576,205.875,210.6,17.9732,17.2841,17.8856,-1.28266,-1.65559,-1.95115,92.3035,1.85405,-0.614651,3.19204,0.503634,1.1659,-1.9703,0.417125,-0.0448779,55.4506,1,-18.7697,14.1979,0.582869,18.4095,0.0384732,2.27052,-0.403006,121.045,0.394444,18.196,39.7294,0.428369,38.8951,7.75405,168.053,42.0858,0.467402,0.32277,0.050186,136.26,0.399772,38.8743,9.10472,0.421522,0.326382
3,0,0.396991,1,0.877778,0.529299,0.260639,1.13363,0.732301,0.0423469,0.547732,135.034,164.501,191.624,12.6879,10.3529,8.75603,0.00986,-2.35707,-7.61394,83.2939,-2.99152,-9.31007,2.35546,0.745906,2.05879,-4.59577,3.66533,2.15169,39.5179,0.208333,-7.20059,34.5147,0.195068,4.8166,0.819019,-8.70026,2.78806,103.935,0.502778,44.2905,6.01861,-0.720276,48.6065,7.60099,186.198,36.7299,0.0484932,0.274664,0.0394968,123.614,0.41794,14.4789,14.7997,0.132859,0.143729
4,0,0.513391,0.769444,0.829167,0.519564,0.481237,0.671241,0.751817,0.0121176,0.195309,113.428,73.524,76.2669,32.4527,33.2263,31.4471,0.579005,1.54703,1.81565,62.2235,13.3742,3.17781,10.2426,5.96188,3.76731,-0.0479121,0.0656489,-0.924786,91.9911,0.9625,2.09948,40.7534,0.240771,18.4228,0.142849,-11.6068,-0.214657,120.049,0.241667,87.2968,15.4477,-0.092881,14.7177,7.46247,136.967,37.6971,0.482427,0.445934,0.0229425,99.9991,0.495637,45.4989,14.3853,0.215191,0.270615
5,1,0.00961227,0.05,0.225,0.97881,0.553641,0.0459373,0.214208,0.113787,0.145576,69.9916,63.8898,56.7092,52.4123,52.4318,54.4489,0.748199,0.872882,1.18614,52.2311,1.53025,6.35251,19.1527,4.34651,14.1119,0.450298,0.175878,1.39633,97.4352,0.0645833,-3.05176,51.2563,0.415157,14.7122,0.221536,0.335107,2.37868,53.2385,0.280556,143.823,69.2087,-0.473366,3.4324,6.22406,158.782,47.1879,0.80381,0.741227,0.0365992,134.418,0.605997,50.8877,10.6572,0.517813,0.495866
6,1,0.0769329,0.244444,0.322917,0.88164,0.162198,0.240069,0.320492,0.0358056,0.0253666,135.676,136.483,133.492,43.9393,43.5961,42.3994,0.341645,0.326669,0.28864,77.0079,-0.543194,0.866645,10.0981,0.602314,0.953476,0.050309,-0.956718,1.40875,61.3033,0.991667,-2.11919,29.9991,0.822762,3.02248,0.161945,-0.0100052,-1.98779,117.617,0.7,53.8097,62.1818,-0.766398,43.0726,10.988,170.569,33.0356,0.451124,0.410667,0.0466793,81.2336,0.371665,18.8431,16.2755,0.39515,0.881876
7,1,0.0149595,0.163889,0.122917,0.0712884,0.87313,0.154254,0.102597,0.0742747,0.257397,203.637,189.056,176.927,23.207,27.888,37.7219,-1.37173,-1.50096,-1.10486,89.123,1.49842,4.59222,5.48754,1.75383,5.6171,-1.98016,3.6045,1.50585,74.6939,0.316667,2.67745,69.8197,0.0976772,14.7522,0.185795,-1.97764,0.469127,85.5326,0.195833,102.836,27.388,2.24593,69.0408,15.2491,99.7956,34.6272,0.511906,0.394957,0.0358415,126.984,-3.9803,57.0958,6.59631,0.552431,0.123576
8,1,0.0524363,0.975,0.0916667,0.512252,0.90473,0.911611,0.0701197,0.0786889,0.4133,63.1967,58.1056,50.3537,24.2314,24.1648,24.6416,0.315979,0.494279,1.00278,53.4752,0.578249,5.89012,10.8918,3.12003,5.65897,-0.918522,1.78756,0.773093,78.7216,0.3,-9.2096,17.5691,0.322136,4.19151,0.227034,16.3328,0.538859,211.659,0.2375,164.473,12.8257,0.272862,11.6003,17.6661,131.873,31.6694,0.676471,0.48622,0.115715,75.1848,1.0295,33.5857,14.3982,0.579705,0.261898
9,1,0.114201,0.416667,0.445833,0.811861,0.576151,0.348745,0.355961,0.0307591,0.385234,132.489,123.169,92.2206,40.7082,38.1358,36.905,-0.414166,-0.291147,0.00236234,73.7907,-1.89971,13.0654,10.4481,3.3581,5.44447,-0.814542,0.463527,0.776994,55.626,0.179167,-0.131029,39.7328,0.76897,8.46111,0.429826,1.3688,-0.820699,148,0.713889,112.729,9.75212,-0.509356,17.219,9.39375,124.514,50.5198,0.91974,0.436501,0.0323779,103.471,0.436932,29.9938,7.1013,0.00850694,0.88783
10,0,0.183721,0.388889,0.591667,0.835963,0.717892,0.345044,0.53911,0.0232778,0.201534,216.181,200.063,155.749,33.7982,31.3225,37.164,-1.26336,-1.33864,-0.783093,90.665,-1.38723,13.2813,6.39101,4.05752,5.24858,-2.36745,0.296298,1.65668,50.5391,0.245833,1.27251,14.9353,0.341782,4.51774,0.101652,4.21224,-0.0401777,86.8974,0.13125,154.562,25.376,-0.477736,8.9974,11.1575,103.121,19.789,0.293391,0.310211,0.0399634,90.3828,0.492948,43.0761,14.5677,0.0418056,1.22218
11,0,0.0413252,0.605556,0.0854167,0.726503,0.536236,0.582671,0.0742335,0.069038,0.201052,121.931,129.891,144.992,26.5091,24.8531,21.8643,0.519836,0.510758,0.235706,76.1232,0.0145655,-5.62523,5.86947,0.645052,1.92504,0.257319,-0.255991,0.774507,70.7776,0.110417,-10.0688,61.809,0.274113,14.6197,0.057697,-1.70995,0.36972,56.1483,0.158333,174.38,18.767,0.786245,39.4104,11.4724,39.4152,68.7668,0.781559,0.385807,0.0516295,78.2937,0.6035,4.25174,17.6374,0.449635,1.00606
12,0,0.190202,0.45,0.905556,0.873571,0.666163,0.322509,0.841354,0.0276873,0.533245,107.108,96.9523,94.7951,49.1982,46.577,46.3445,-0.408935,-0.207627,-0.0585562,65.5335,2.47342,1.91887,16.7168,2.2022,2.71844,-0.992276,-0.273059,-1.71919,71.9095,0.130556,-1.73283,60.7463,0.218243,3.0219,0.226362,-2.5381,0.715751,18.4823,0.463889,126.785,33.3248,0.118489,22.915,9.99811,70.5137,15.0659,0.123358,0.183408,0.0355673,71.8485,0.482793,63.1031,0.254307,0.389734,1.08573
13,0,0.158206,0.904167,0.205556,0.406505,0.107067,0.832485,0.19589,0.0348233,0.148773,254.234,254.711,254.503,1.7107,0.82991,1.12695,-2.9762,-3.64464,-2.99902,99.9383,-0.0854973,0.0194009,0.15241,0.192767,0.0967828,-3.40211,-2.40114,1.31349,37.1258,0.277083,-6.47954,34.6943,0.0897715,13.6273,0.168446,7.29063,0.883537,154.655,0.683333,47.3678,48.0511,0.134531,12.5334,6.24749,109.655,40.0062,0.472544,0.351435,0.0510938,142.896,0.430136,29.4208,12.9889,0.0278067,0.168192
0,0,0.236985,0.9,0.452778,0.432718,0.778658,0.845183,0.363368,0.0261044,0.418442,25.7433,20.8996,22.1052,13.7418,12.6605,13.6552,1.17929,0.989652,1.68716,33.1762,5.01589,-0.154669,10.511,6.64418,9.36455,-0.371862,0.884038,-0.0448344,50.6363,0.452083,-12.384,37.7627,0.485947,12.6121,0.2485,9.26621,-0.686365,33.2656,0.197222,114.77,14.5826,-0.292226,41.8941,8.86202,115.555,36.317,0.776622,0.233293,0.0745295,19.9189,-0.100038,12.9987,4.19586,0.122847,0.0777454
1,0,0.0531539,0.29375,0.338889,0.894105,0.890554,0.262722,0.27163,0.0451824,0.46605,6.91225,14.6135,20.6532,11.3888,15.6081,16.888,2.68435,2.20314,2.24737,23.4438,-3.9426,-12.5349,12.607,5.22473,4.49044,0.990832,0.960968,-0.281475,95.3013,1,-10.329,39.3699,0.883341,15.0399,0.0471667,1.9862,0.543344,246.659,0.352778,136.04,41.3662,0.0110217,9.28738,11.1524,124.387,52.967,0.487156,0.662263,0.0905512,66.2203,-0.283814,10.8566,2.56234,0.516192,0.974762
2,0,0.19814,0.38333,0.95833,0.15728,0.2913,0.37193,0.68749,0.027191,0.46063,2.8547,3.4033,1.4247,3.8711,3.4228,3.1557,9.3373,8.7378,9.7488,9.5907,-4.7594,7.9095,5.4864,3.8263,3.6068,2.4285,-0.42503,-0.55105,90.4505,0.05,-1.97155,47.8652,0.122419,10.7256,0.507746,-1.25594,1.22245,40.4636,0.203125,112.918,15.8977,0.560287,64.2411,1.79364,166.18,60.9157,0.565918,0.417274,0.0317319,24.2955,0.843097,14.5255,10.5812,0.279456,0.772482
3,0,0.00572338,0.0854167,0.0861111,0.511015,0.740911,0.0751532,0.0742092,0.107179,0.221873,91.0111,92.0738,54.3812,55.7482,53.9884,40.6016,0.920392,0.876293,1.51703,62.5483,-6.48892,18.6723,16.0064,6.55282,8.88526,0.151989,-0.0414023,0.639517,91.387,0.220833,3.15183,10.3125,0.106648,18.8889,0.0833897,7.4833,5.98856,177.755,0.702083,155.62,41.3401,7.1154,14.4711,1.67725,31.3906,72.5013,0.508388,0.306316,0.0391317,82.9697,0.282212,12.5118,7.29711,0.0329803,0.508961
4,0,0.0382349,0.158333,0.310417,0.930063,0.159877,0.141104,0.271722,0.0484335,0.222065,109.595,157.456,75.2917,30.1931,30.5709,30.6852,0.199209,-0.51564,0.0500237,78.7428,-21.2354,27.1625,7.32761,4.89933,8.85397,-1.20735,-0.384252,1.31733,66.5663,0.11875,-1.01571,12.6506,0.84356,13.7014,0.517679,-0.44617,0.296038,58.3559,0.0944444,202.266,48.7194,-6.67023,14.5378,8.88185,49.7152,15.8737,0.557198,0.308749,0.0810037,156.596,2.60959,24.0255,3.68062,0.0653581,0.233719
5,1,0.0695602,1,0.138889,0.541285,0.179313,1.04787,0.0909103,0.0778702,0.499167,77.9646,69.1151,56.1483,38.7415,32.217,26.7887,1.68521,2.02778,2.37867,57.9556,0.504381,7.75611,10.2175,2.68562,5.89509,1.12655,0.27454,0.887004,63.0373,0.3,0.341547,47.1139,0.924884,12.3664,0.419216,4.977,-0.056432,101.933,0.0777778,173.915,85.4049,2.24394,43.2165,20.1289,110.237,19.1723,0.612623,0.286164,0.0311044,200.638,3.44649,30.0976,19.8138,0.14537,0.916077
6,1,0.00524884,0.141667,0.0611111,0.522588,0.844659,0.133995,0.0445371,0.157663,0.393717,117.972,78.6758,58.8567,48.3823,44.4847,43.53,0.147287,0.935601,1.34005,62.1481,9.53718,16.4557,14.2391,10.2366,14.5683,-0.261321,1.07848,1.28792,98.7839,1,-2.00024,39.0685,0.104025,13.0203,0.220966,2.13129,-2.54162,195.547,0.194444,107.851,56.4074,0.0562867,36.4828,13.1974,228.62,37.3541,0.144497,0.204626,0.185121,154.659,1.1551,10.5353,7.26813,0.153918,0.97678
7,1,0.0194734,0.566667,0.16875,0.266185,0.167672,0.796401,0.148554,0.129272,0.796357,184.406,170.772,158.22,57.6039,65.2795,67.6456,-0.449091,-0.38828,-0.296065,84.0067,1.96654,5.49268,14.0811,4.90795,5.67158,-0.767778,3.33521,2.41676,76.8098,0.647222,1.55398,5.86004,0.631856,6.96683,0.119436,-0.306727,-0.36443,61.5314,0.1,95.0697,19.6421,0.208826,55.9248,6.10495,92.1484,29.1389,0.307589,0.251878,0.0541497,122.37,0.18091,47.2026,3.32423,0.1139,0.0691903
8,1,0.226933,0.460417,0.652778,0.757209,0.285462,0.436542,0.549339,0.0193298,0.244941,56.4867,68.3642,76.4727,28.3186,28.7769,31.68,1.51412,1.69946,1.30518,56.8338,-2.67496,-5.31192,9.46481,3.24156,7.54639,0.76621,1.03915,-0.787984,77.4335,1,1.03895,62.7438,0.0711548,4.84651,0.141983,-0.622731,-1.02359,169.016,0.261111,65.3122,16.249,0.934155,59.7941,10.1732,123.996,15.4118,0.506665,0.374949,0.0247049,133.254,-13.8523,33.1663,21.5598,0.0480324,0.406705
9,1,0.0365856,0.166667,0.316667,0.0687445,0.564982,0.148518,0.271645,0.062322,0.306798,146.247,98.3883,84.7295,68.8265,59.4851,60.7003,-0.403387,0.704715,0.895042,67.5931,10.9528,12.0039,17.5479,11.7656,12.498,-0.522581,0.601259,1.16045,74.6978,0.210417,-0.668991,51.9385,0.154376,8.2203,0.199462,-1.48232,-2.01865,100.258,0.608333,105.997,11.0104,14.1911,57.5564,8.00872,25.4094,20.4114,0.811568,0.36306,0.025758,121.288,-0.586597,55.829,7.82539,0.0189294,0.481305
0,0,0.0152409,0.31875,0.084375,0.827543,0.768795,0.315731,0.0653094,0.143956,0.433309,76.9252,65.5164,36.4161,18.6956,14.2571,11.499,-0.786525,-0.838047,-0.651277,57.3589,-1.71016,19.7313,6.24745,2.16568,3.84987,-1.3795,-1.13926,1.71537,82.3834,0.145833,-1.48562,47.7964,0.668555,15.7643,0.179349,-2.22405,1.10263,142.952,0.236111,84.3371,37.0808,3.646,44.4136,14.7623,212.876,53.8103,0.477945,0.491271,0.0232594,107.692,-4.38617,58.5843,18.9184,0.129323,0.886759
1,0,0.383437,0.99375,0.569444,0.515714,0.404906,1.00586,0.391656,0.0206768,0.322411,186.685,183.03,180.2,33.8549,32.553,30.859,-0.469655,-0.518172,-0.640955,87.5704,0.391094,0.931053,6.49476,0.556219,1.6785,-0.821777,-0.0811217,1.3738,65.4235,0.102083,2.40667,37.0526,0.401403,12.194,0.256201,4.73537,-5.58337,148.977,0.663889,128.421,5.70599,-1.95327,17.3663,13.4784,93.2676,13.8994,0.370457,0.221324,0.0436377,176.939,0.315545,5.68121,1.40975,0.1214,0.0448016
2,0,0.194883,1,0.440625,0.38092,0.253731,1.02687,0.34322,0.040155,0.557713,114.017,102.795,82.0305,62.2525,63.3377,70.7703,0.174673,0.429175,0.944558,65.622,0.23511,13.7207,19.5658,2.58619,13.1084,-0.380696,0.569428,0.263533,82.3801,1,-3.51222,26.733,0.108565,6.94592,0.431249,1.3054,0.989671,238.335,0.2,97.2991,74.5593,0.425824,47.3938,19.5833,95.8335,6.64641,0.617585,0.688531,0.0600444,132.633,-2.05267,66.3488,10.0476,0.0326736,0.0616091
3,0,0.240058,1,0.35,0.518867,0.879714,1.03566,0.251182,0.0283496,0.31412,53.2385,67.2759,58.9578,21.0316,20.1587,20.9489,2.91398,2.33062,2.86131,56.3945,-7.09287,2.74118,6.81312,2.45094,5.60774,1.14038,0.344007,0.0470367,48.43,1,5.49934,75.401,0.35193,3.16936,0.0544606,-0.872901,0.720994,129.336,0.622222,101.64,39.496,1.44361,20.6475,11.3554,142.366,39.2556,0.709812,0.123019,0.0482676,252.887,0.795832,32.4502,18.6101,0.0470486,0.634352
4,0,0.0130729,0.139583,0.127778,0.0694112,0.928693,0.130628,0.106728,0.0801239,0.267034,107.244,149.767,101.069,23.4184,25.7528,26.7755,1.90542,-0.121059,2.43088,78.0179,-15.6012,13.3987,5.60665,5.02704,6.35037,-0.242187,1.02332,-0.393991,80.8314,0.179167,6.75134,26.3352,0.578929,11.666,0.422772,-6.65087,0.296308,214.146,0.178125,90.7013,54.9878,-1.64648,24.5731,19.3797,165.726,20.7468,0.460096,0.169952,0.0370733,132.476,2.2514,5.17461,6.4124,0.0109433,0.997355
5,1,0.283704,0.816667,0.5875,0.552797,0.468894,0.686754,0.478303,0.02254,0.408694,145.401,129.862,103.588,45.5667,45.1994,45.1908,-0.627949,-0.338048,0.704065,75.4512,0.592066,11.0537,12.1799,3.37155,8.36662,-1.11084,3.89403,-0.481322,93.4434,0.34375,9.91749,44.0342,0.452522,19.2459,0.553892,5.94867,3.40736,144.861,0.413889,125.786,48.854,3.39938,41.984,16.0609,49.8201,40.4431,0.519398,0.111404,0.0960752,86.0507,-1.06127,50.6248,8.06604,0.153709,0.128154
6,1,0.342934,1,0.522222,0.565199,0.805109,0.968202,0.422142,0.0258864,0.343318,164.465,165.93,167.545,24.8883,24.5557,24.866,-1.58471,-1.61066,-1.65922,84.18,-0.131223,-0.544531,5.61512,0.484676,0.738027,-2.23959,-0.445393,0.509787,66.155,1,-6.08362,39.2979,0.865506,3.95978,0.333781,-6.27448,3.42592,158.042,0.472917,17.8313,64.7696,2.2897,60.0799,2.41898,38.4003,54.6029,0.373638,0.259591,0.0527672,167.83,-0.453586,7.78492,17.9795,0.0263773,0.411699
7,1,0.01886,0.10625,0.236111,0.0539244,0.409193,0.0980212,0.199091,0.0825407,0.248212,92.2709,92.4778,103.412,48.2648,46.3144,43.1495,1.11454,1.04561,1.0727,64.9032,1.95825,-5.21954,12.84,3.65727,5.52119,0.516055,1.00747,-0.512956,71.4574,1,-1.55639,24.3643,0.460262,12.9313,0.45833,5.44872,-0.541197,45.8907,0.284375,204.849,33.8325,0.973038,56.4807,7.43754,95.7642,9.1061,0.0943659,0.452635,0.146029,95.6211,-8.34502,31.8797,8.59743,0.0372164,0.369273
8,1,0.0159722,0.152083,0.183333,0.334087,0.299566,0.112416,0.158888,0.073913,0.427148,196.027,132.12,134.403,32.1048,60.2351,68.8352,-3.2204,-0.0688422,0.047896,78.8608,15.6393,6.78594,11.835,14.3009,11.0643,-0.319757,0.555223,0.635341,61.3367,0.513889,-2.08064,75.4111,0.213308,13.5794,0.521074,-0.214731,0.976853,157.911,0.160417,237.117,11.6516,1.14478,59.123,17.1691,105.595,69.8155,0.456591,0.298804,0.0217549,56.2078,2.25018,17.4426,8.6403,0.145081,0.7244
9,1,0.0146991,0.0875,0.180556,0.251822,0.0882283,0.0841368,0.176798,0.0807087,0.0695971,68.5854,75.422,67.0051,18.5,19.0494,19.8388,1.07924,0.169751,0.321103,60.0133,-3.72102,3.59489,6.6136,2.9016,5.27844,-0.431685,0.149662,-0.455482,91.0675,0.997917,1.75812,44.1917,0.521772,22.3044,0.0901958,0.506702,0.929836,178.06,0.244444,157.035,43.4791,-0.0231385,31.6206,22.7405,54.6273,20.3861,0.231264,0.675839,0.0709766,166.626,2.38193,33.9995,16.0467,0.189844,0.542651
10,0,0.077819,0.79375,0.18125,0.688917,0.937395,0.632763,0.156938,0.0670125,0.459091,212.576,214.373,216.445,21.2564,23.7297,24.0867,-2.16208,-2.82264,-3.33064,93.2533,-0.0549515,-0.544988,4.66986,0.985695,1.68379,-4.33107,6.90071,1.51017,88.8436,0.108333,10.2474,59.0965,0.172657,13.0638,0.266267,-4.36792,-0.810067,153.379,0.230556,105.701,23.2397,0.00842482,8.57514,8.56302,83.5725,50.9426,0.0965638,0.217371,0.0217237,150.765,0.377541,45.4654,10.9012,0.185735,0.997754
11,0,0.181061,0.704167,0.3625,0.31976,0.857372,0.597735,0.321511,0.0275431,0.290681,112.095,117.939,121.918,84.449,87.3405,86.8891,0.107764,0.0877471,0.100358,66.2677,-0.565274,-2.93791,25.5014,1.99533,2.57113,-0.0727526,0.763645,-0.532866,46.347,0.479167,3.67838,23.2035,0.297469,14.9376,0.115385,13.4457,0.180247,193.454,0.152778,130.149,21.3288,1.39589,39.8728,5.87908,58.8461,52.5534,0.147135,0.383637,0.0182475,114.609,-2.44362,13.2693,6.70205,0.179213,1.1092
12,0,0.118854,1,0.18125,0.484808,0.940605,1.0334,0.12536,0.0434317,0.344253,68.3989,51.0088,36.789,12.1941,10.3143,8.68048,-0.759061,-0.453288,-0.196432,52.6763,4.00379,12.2224,4.819,0.905813,1.69638,-0.907367,-0.262564,-0.705038,53.5105,0.566667,0.365419,40.9368,0.169261,20.9799,0.724537,-0.0194224,0.599821,144.708,0.472222,131.733,40.9192,5.12399,43.9896,13.332,197.209,42.282,0.49031,0.374491,0.0211832,130.924,-0.842854,66.1962,14.9046,0.103819,0.314636
13,0,0.213333,1,0.340625,0.607699,0.130423,0.861414,0.297338,0.0367737,0.3737,229.149,228.826,225.512,8.87292,8.46612,9.11176,-1.8099,-2.21119,-1.68754,95.8412,-0.224319,0.771328,1.42735,0.559512,0.731227,-3.40113,-0.543221,-0.526683,80.7878,0.25625,-1.14599,19.5707,0.284705,9.93666,0.131192,-2.36482,0.317972,156.447,0.244444,167.954,37.4092,1.71674,33.9111,12.7555,136.608,20.7659,0.579402,0.399425,0.114259,145.188,-0.810082,30.5603,7.02586,0.0782581,1.01812
0,0,0.332917,0.555556,0.870833,0.723225,0.369983,0.486881,0.75742,0.0187561,0.311866,92.016,90.4947,88.1259,48.7226,50.732,52.9423,0.190995,0.223162,0.255054,62.6412,0.3034,2.16648,17.3462,2.17946,4.34397,-0.473391,-0.04455,1.99205,83.0857,0.304167,1.82913,2.78778,0.263739,24.837,0.434245,4.83715,-0.0972088,71.0548,0.0722222,123.605,63.1414,1.91178,38.9128,2.15785,210.5,44.1731,0.109195,0.232862,0.0639336,161.899,1.57246,25.846,10.7317,0.0461111,0.298442
1,0,0.147216,0.391667,0.53125,0.144763,0.733366,0.296394,0.540838,0.0292071,0.292477,219.05,201.88,172.88,22.8976,24.3966,25.2039,-4.15406,-3.59046,-2.68949,91.3284,0.338164,8.62501,5.53169,1.12404,2.16164,-5.48139,12.6791,3.95229,81.9203,0.116667,7.35959,8.47243,0.148635,1.73248,0.191886,-3.00681,0.933223,200.607,0.45,87.4055,50.5485,0.379642,57.5381,10.7414,188.845,22.0109,0.508856,0.345765,0.0222315,168.871,0.704471,21.5769,9.61982,0.00795718,0.974611
2,0,0.160492,0.858333,0.394444,0.437106,0.117279,0.733559,0.285009,0.0364187,0.525964,146.935,201.529,253.782,8.25435,9.79581,5.7303,-3.94784,-3.35978,-16.7952,89.809,-4.68755,-15.2173,1.82842,1.11713,1.95076,-7.70382,0.305452,0.335871,59.33,0.147917,6.60503,9.32413,0.249974,1.63225,0.479234,8.87617,-0.293217,51.1707,0.488889,77.5687,74.6981,4.54965,36.7566,18.3523,103.292,41.1059,0.669611,0.51147,0.0159403,77.3469,-0.796896,58.6227,22.0958,0.0213947,0.102537
3,0,0.196343,0.795833,0.491667,0.281481,0.845151,0.707985,0.393582,0.0279415,0.49821,170.651,171.907,158.925,57.5905,56.6861,56.2459,-0.373593,-0.355604,-0.102245,84.0187,-1.53855,3.66942,12.3465,3.59883,8.85835,-0.742622,-1.37288,0.965351,79.8639,0.144444,3.74465,22.4457,0.181283,23.6619,0.260632,7.01399,0.459765,124.272,0.708333,61.7453,30.9513,-0.214114,34.1108,12.7297,116.088,5.35394,0.552233,0.230843,0.0395848,202.609,0.534893,36.1346,14.4795,0.191289,0.99293
4,0,0.012662,0.397222,0.108333,0.764107,0.577472,0.32674,0.0846776,0.137569,0.705756,179.138,174.877,176.982,24.3603,22.4325,17.3834,-0.639707,-0.873573,-1.16715,86.3005,1.02843,-0.409529,4.57797,0.828585,2.11081,-1.18535,1.23191,-0.925201,89.1323,0.139583,7.82826,12.2939,0.707319,17.2874,0.197727,-0.391927,-0.599546,158.021,0.429167,137.556,63.6075,0.515874,6.51983,9.88332,83.3438,27.787,0.4943,0.606799,0.0273172,136.705,-0.316024,69.2578,2.969,0.00282407,0.206792
5,1,0.149453,0.178125,1,0.0863198,0.528512,0.154457,0.998821,0.0458268,0.160965,127.656,121.577,109.487,42.955,35.807,35.2615,0.281521,0.361215,0.605954,73.796,-0.326574,4.84049,9.17494,1.9748,4.986,0.0465923,0.0342153,0.505933,56.4319,0.755556,-4.10473,42.151,0.616021,2.24596,0.419686,10.0971,-0.0259042,102.195,0.347222,147.197,9.32005,0.718301,31.2545,23.2326,64.8822,18.6858,0.489865,0.244219,0.0228518,167.446,0.703036,21.0735,1.03153,0.176418,0.433194
6,1,0.294149,0.841667,0.588889,0.562368,0.603814,0.833349,0.390038,0.0218969,0.406536,238.774,213.731,164.572,24.7224,41.8941,37.179,-2.55779,-1.53759,-1.34033,93.2173,0.322901,14.3585,7.22616,4.95012,3.51519,-1.94591,2.14321,1.48274,37.3267,0.783333,4.88734,55.5208,0.965469,8.09109,0.100032,7.96802,0.739465,151.018,0.111111,99.2611,40.8401,0.0235384,4.52227,15.8785,106.516,18.0433,0.1798,0.15798,0.021603,137.877,1.68967,52.7584,10.5263,0.0195833,1.09841
7,1,0.0721701,0.7625,0.202778,0.418576,0.939856,0.653973,0.161669,0.0772192,0.533236,168.071,162.278,148.826,71.4406,69.3933,66.016,-1.24878,-1.15787,-0.91183,79.6003,-0.348658,4.28109,22.05,1.5251,2.69087,-1.70094,12.5269,0.219447,72.6941,1,-0.996035,13.145,0.553874,15.5432,0.867741,5.2466,-0.859798,96.4854,0.688889,15.7052,65.0673,0.839354,19.3599,2.13525,75.168,19.3136,0.458325,0.525297,0.0783568,82.3545,-0.544507,8.90207,11.9427,0.00492477,0.18047
8,1,0.370839,0.929167,0.680556,0.522442,0.626666,0.765211,0.622728,0.0334264,0.413554,132.75,144.762,119.312,25.7936,23.2929,27.6733,0.548075,0.360272,0.52974,78.7496,-5.80267,7.69468,5.53894,2.36043,2.8582,-0.587625,-0.426008,1.0489,59.5887,0.104167,0.701941,31.2784,0.0692956,18.4355,0.851577,1.73198,-0.26669,67.2643,0.686111,50.1035,42.4624,0.322672,46.1539,2.11809,101.592,58.3347,0.0358738,0.456493,0.0201111,70.3439,1.00616,37.6355,9.67938,0.00906829,0.10565
9,1,0.0213542,0.120833,0.302778,0.501157,0.832424,0.0935428,0.252182,0.0829268,0.416324,127.512,104.2,95.3133,71.7388,62.9831,58.3957,0.0688997,0.258076,0.32796,66.8847,5.17178,5.67793,20.0153,7.53307,6.08003,-0.591592,-1.84355,0.508111,62.7669,1,9.38807,45.8827,0.290827,0.8219,0.150382,4.01931,-3.07404,171.556,0.527778,73.9231,34.2231,2.14954,40.7139,19.0146,66.011,47.5426,0.126757,0.479785,0.0132025,70.9219,0.761647,25.6963,3.49681,0.357441,0.0811821
10,1,0.0118924,0.113889,0.158333,0.844574,0.720888,0.0954083,0.126049,0.0807786,0.340501,55.0253,45.6657,43.7951,44.8292,40.0238,35.8023,2.06088,2.16853,2.11977,46.0831,4.54653,2.35251,16.1687,3.17778,5.49371,0.693821,1.09885,2.40723,60.512,0.579167,15.5425,44.3512,0.102973,7.51484,0.131503,4.04118,0.395978,219.82,0.416667,75.1067,36.5443,0.273596,33.2464,3.79382,53.3782,50.2052,0.552342,0.66537,0.0170705,195.551,0.554618,79.917,11.0239,0.0280093,0.855222
11,1,0.0456539,0.416667,0.270833,0.403618,0.727495,0.336361,0.174266,0.0557739,0.595436,131.383,81.061,85.4454,54.0181,54.3118,53.6132,-0.0302766,0.461116,0.479343,62.89,17.8366,4.36355,17.8415,13.0044,7.9164,-0.471267,1.17716,3.67118,73.797,0.513889,6.58619,22.288,0.206968,20.8474,0.225947,4.04849,-0.485609,117.312,0.56875,128.89,24.4868,0.357672,21.4422,2.52806,179.836,42.3919,0.844867,0.653567,0.0273852,127.246,1.428,26.0642,12.4514,0.111343,0.0284865
12,1,0.0763947,0.869444,0.127083,0.386501,0.716688,0.850761,0.0949064,0.0537838,0.308595,136.896,128.503,126.903,58.3348,58.7132,57.0785,0.577229,0.677065,0.771119,74.712,2.08443,1.14029,13.5205,4.43499,5.23809,0.251991,2.90091,-0.397875,58.3419,0.872917,1.0963,15.7329,1.07983,4.16824,0.335954,3.82673,-4.65328,9.5927,0.730556,91.558,45.2174,0.371214,20.6442,5.59215,95.4585,16.8795,0.656946,0.380892,0.0450691,148.094,2.39536,21.0321,6.39726,0.021169,0.063646
13,1,0.0129282,0.175,0.09375,0.669471,0.820903,0.156647,0.0827123,0.0743062,0.211993,36.325,36.1191,33.0242,23.5198,23.5475,23.1963,1.16382,1.28752,1.44322,42.0005,-0.805202,2.8007,11.6296,2.19086,5.16851,0.860237,-0.229662,1.96432,67.375,0.322222,6.88221,29.0957,0.122396,9.14531,0.648564,-11.7531,-0.0634509,199.605,0.352083,164.176,44.1323,0.268248,62.289,1.50537,127.549,35.7026,0.969329,0.681922,0.0289633,134.282,2.24613,22.5766,12.0996,0.404635,0.488523
